billboard_ranking,song,artist,year,popular_or_not,album_id,album,spotify_popularity,audio_link
13,Something In The Orange,Zach Bryan,2023,1,1CmTOKCeyz1aHH04OwvTPv,Something in the Orange,89,https://p.scdn.co/mp3-preview/d33dc9df586e24c9d8f640df08b776d94680f529?cid=6a78982078cb477d900388b0470ad9ad
14,Rich Flex,Drake & 21 Savage,2023,1,0MV1yCXcNNQBfwApqAVkH0,Without Warning,83,https://p.scdn.co/mp3-preview/89cee86b4663ac093731d7a433491dd71e286f61?cid=6a78982078cb477d900388b0470ad9ad
15,As It Was,Harry Styles,2023,1,5r36AJ6VOJtp00oxSkBZ5h,Harry's House,92,https://p.scdn.co/mp3-preview/c43dd07043b29e800c1a65b3a0102861fa3cf418?cid=6a78982078cb477d900388b0470ad9ad
16,Rock And A Hard Place,Bailey Zimmerman,2023,1,19DGbjQW4oJmS1TLmr7OH3,Religiously. The Album.,81,https://p.scdn.co/mp3-preview/00044664941fe246993a2db5a7b76f95170b58ab?cid=6a78982078cb477d900388b0470ad9ad
17,Under The Influence,Chris Brown,2023,1,3okhA6w5uau6ZNhnVpwVww,Indigo (Extended),85,https://p.scdn.co/mp3-preview/52295df71df20e33e1510e3983975cd59f6664a4?cid=6a78982078cb477d900388b0470ad9ad
18,Cruel Summer,Taylor Swift,2023,1,1NAmidJlEaVgA3MpcPFYGq,Lover,97,
19,Thinkin' Bout Me,Morgan Wallen,2023,1,6i7mF7whyRJuLJ4ogbH2wh,One Thing At A Time,87,
20,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,2023,1,6cVfHBcp3AdpYY0bBglkLN,Boy's a liar Pt. 2,79,https://p.scdn.co/mp3-preview/543d8d09a5530a1ab94dd0c6f83fc4ee3e0d7f96?cid=6a78982078cb477d900388b0470ad9ad
21,Favorite Song,Toosii,2023,1,4XiUZULpVS6gTgKKU7KTX5,Favorite Song,71,
22,Thought You Should Know,Morgan Wallen,2023,1,6i7mF7whyRJuLJ4ogbH2wh,One Thing At A Time,79,
23,Thank God,Kane Brown With Katelyn Brown,2023,1,7dfTBn7wtgKEchVmyipBl1,Different Man,74,https://p.scdn.co/mp3-preview/852b3a14655f3b1dbd94226b16f87edfc6c82340?cid=6a78982078cb477d900388b0470ad9ad
24,Sure Thing,Miguel,2023,1,493HYe7N5pleudEZRyhE7R,All I Want Is You,86,https://p.scdn.co/mp3-preview/d337faa4bb71c8ac9a13998be64fbb0d7d8b8463?cid=6a78982078cb477d900388b0470ad9ad
25,All My Life,Lil Durk Featuring J. Cole,2023,1,0lZQagJ5r0crB35zphSD4A,All My Life (feat. J. Cole),76,https://p.scdn.co/mp3-preview/736c0ff37c1b6b7ca182ea6e78db36163e5e6eae?cid=6a78982078cb477d900388b0470ad9ad
26,Ella Baila Sola,Eslabon Armado X Peso Pluma,2023,1,5iMh8Xs1u9nXgDR8VFqtr3,Spanish Hits 2023 - Party Tyme (Spanish Backing Versions),1,
27,Karma,Taylor Swift Featuring Ice Spice,2023,1,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),70,
28,Just Wanna Rock,Lil Uzi Vert,2023,1,2FD6g8bXEn2uQMYbeqqoCg,Just Wanna Rock,77,https://p.scdn.co/mp3-preview/72dce26448e87be36c3776ded36b75a9fd01359e?cid=6a78982078cb477d900388b0470ad9ad
29,Cuff It,Beyonce,2023,1,3ctW8o8ABBCNWWkdIvEGgV,RENAISSANCE,58,https://p.scdn.co/mp3-preview/d618ce43ded01104a1765b68cfe9cb8cc57eabda?cid=6a78982078cb477d900388b0470ad9ad
30,Vampire,Olivia Rodrigo,2023,1,1xJHno7SmdVtZAtXbdbDZp,GUTS,91,
31,Fukumean,Gunna,2023,1,5qmZefgh78fN3jsyPPlvuw,a Gift & a Curse,87,https://p.scdn.co/mp3-preview/f237ab921af697ba9b49e12fa167c2ce1a82d6b4?cid=6a78982078cb477d900388b0470ad9ad
32,Lavender Haze,Taylor Swift,2023,1,6eKdbTio5viiwJ5FE5J8wU,Lavender Haze (Acoustic Version),61,
33,Players,Coi Leray,2023,1,4cAAsw7mPkGt15GXQzWlrM,Players,75,
34,Need A Favor,Jelly Roll,2023,1,2v1Lb9hidHkvvlIXYzSmeZ,Whitsitt Chapel,80,https://p.scdn.co/mp3-preview/cddc53b034f5e8a7accf9f518c16b7c767dbf9f0?cid=6a78982078cb477d900388b0470ad9ad
35,Dance The Night,Dua Lipa,2023,1,5cH7FqB7JD5q1tJXJ7FHYu,Dance The Night (From Barbie The Album),88,https://p.scdn.co/mp3-preview/acaea048f50a3b30ca24b348c84a6047373baabb?cid=6a78982078cb477d900388b0470ad9ad
36,Love You Anyway,Luke Combs,2023,1,5Uly85dJHHDfHQCsyUQ8gw,Gettin' Old,74,https://p.scdn.co/mp3-preview/1c9a6aa927e8fe8cdde43e167d8245a528f85bd4?cid=6a78982078cb477d900388b0470ad9ad
37,One Thing At A Time,Morgan Wallen,2023,1,6i7mF7whyRJuLJ4ogbH2wh,One Thing At A Time,76,
38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",2023,1,7txGsnDSqVMoRl6RQ9XyZP,HEROES & VILLAINS,86,
39,Bad Habit,Steve Lacy,2023,1,3Ks0eeH0GWpY4AU20D5HPD,Gemini Rights,80,https://p.scdn.co/mp3-preview/efe7c2fdd8fa727a108a1270b114ebedabfd766c?cid=6a78982078cb477d900388b0470ad9ad
40,La Bebe,Yng Lvcas x Peso Pluma,2023,1,6aBVGuOUEuX18rHxyDWbti,La Bebe (Remix),87,https://p.scdn.co/mp3-preview/57c5d5266219b32d455ed22417155bbabde7170f?cid=6a78982078cb477d900388b0470ad9ad
41,Golden Hour,JVKE,2023,1,69AaAkdktFGnk9POmHENkT,this is what ____ feels like (Vol. 1-4),81,https://p.scdn.co/mp3-preview/bcc17f30841d6fbf3cd7954c3e3cf669f11b6a21?cid=6a78982078cb477d900388b0470ad9ad
42,Religiously,Bailey Zimmerman,2023,1,19DGbjQW4oJmS1TLmr7OH3,Religiously. The Album.,81,https://p.scdn.co/mp3-preview/debc354616b7a8740a151f4f7fed551654eed742?cid=6a78982078cb477d900388b0470ad9ad
43,Spin Bout U,Drake & 21 Savage,2023,1,5MS3MvWHJ3lOZPLiMxzOU6,Her Loss,80,
44,Cupid,Fifty Fifty,2023,1,4lmebGP87hUt2h4nwsfd73,The Beginning,78,https://p.scdn.co/mp3-preview/3a7021f5109c12e4ddfd4ed25ad68cab367400a9?cid=6a78982078cb477d900388b0470ad9ad
45,Search & Rescue,Drake,2023,1,67WUCOjyl44d8fAFzHONjW,Search & Rescue,78,
46,Barbie World,Nicki Minaj & Ice Spice With Aqua,2023,1,5CM66hwjlbZ06LhONWXOAs,Barbie World (with Aqua) [From Barbie The Album],80,https://p.scdn.co/mp3-preview/f654928ccaa4e6a9fb09a6eb3f208383eccc12a9?cid=6a78982078cb477d900388b0470ad9ad
47,Next Thing You Know,Jordan Davis,2023,1,7Joe4M8FRFyVxmKUSndVqp,Next Thing You Know,71,
48,Escapism,RAYE Featuring 070 Shake,2023,1,3U8n8LzBx2o9gYXvvNq4uH,My 21st Century Blues,83,https://p.scdn.co/mp3-preview/8a8fcaf9ddf050562048d1632ddc880c9ce7c972?cid=6a78982078cb477d900388b0470ad9ad
49,Un x100to,Grupo Frontera X Bad Bunny,2023,1,0MZri5JqxanazJX2SEbyP8,Spanish Hits 2023 - Party Tyme (Spanish Vocal Versions),4,
50,Until I Found You,Stephen Sanchez,2023,1,6BUPtXbb2tspYnkVdg5Ef7,Easy On My Eyes,80,
51,Shirt,SZA,2023,1,07w0rG5TETcyihsEIZR3qG,SOS,86,https://p.scdn.co/mp3-preview/36cfe8fbfb78aa38ca3b222c4b9fc88cda992841?cid=6a78982078cb477d900388b0470ad9ad
52,Paint The Town Red,Doja Cat,2023,1,54dZypaXHAIDzBe9ujAZ63,Paint The Town Red,88,https://p.scdn.co/mp3-preview/1d4dc1cd67ba78afec8cfb3e5258a9ab9b707dd8?cid=6a78982078cb477d900388b0470ad9ad
53,Made You Look,Meghan Trainor,2023,1,4LVa9bljQRvLYpWr8qyaXs,Takin' It Back,85,https://p.scdn.co/mp3-preview/f0eb89945aa820c0f30b5e97f8e2cab42d9f0a99?cid=6a78982078cb477d900388b0470ad9ad
54,Wait In The Truck,HARDY Featuring Lainey Wilson,2023,1,2WEFdKzGuoE8eVWCqeC5SA,wait in the truck (feat. Lainey Wilson),66,https://p.scdn.co/mp3-preview/3470e502abbd5650f2ac0a65975126bbeaf342a6?cid=6a78982078cb477d900388b0470ad9ad
55,All I Want For Christmas Is You,Mariah Carey,2023,1,61ulfFSmmxMhc2wCdmdMkN,Merry Christmas,70,https://p.scdn.co/mp3-preview/6b1557cd25d543940a3decd85a7bf2bc136c51f8?cid=6a78982078cb477d900388b0470ad9ad
56,Everything I Love,Morgan Wallen,2023,1,4N7bPFJ4g18KAzwtjW1mg8,3 Songs At A Time Sampler,65,
57,Chemical,Post Malone,2023,1,7qcSUc5Af63mhfTF60KTEA,Chemical,83,
58,Heart Like A Truck,Lainey Wilson,2023,1,06q6BDUpP6OS8Xnx3YC2M0,Bell Bottom Country,75,https://p.scdn.co/mp3-preview/a4d21c6290140a3a53b051bc9bd972db2dde12b4?cid=6a78982078cb477d900388b0470ad9ad
59,"Going, Going, Gone",Luke Combs,2023,1,1m9DVgV0kEBiVZ4ElhJEte,Growin' Up,77,https://p.scdn.co/mp3-preview/7c0ae073e9b5b5c17d8b3b2b25620ec396c0d459?cid=6a78982078cb477d900388b0470ad9ad
60,Rockin' Around The Christmas Tree,Brenda Lee,2023,1,34wa3zf2prXFMk47t9zHFG,Merry Christmas From Brenda Lee,64,
61,Dancin' In The Country,Tyler Hubbard,2023,1,2S3Q7phoa4bZEijkTRYaLu,Tyler Hubbard,74,
62,Daylight,David Kushner,2023,1,6NcI39WPu4kY6Tul11nhSv,Daylight,91,
63,Lift Me Up,Rihanna,2023,1,3Zzv75PyROH6AMeXN1Yr1h,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),73,
64,Eyes Closed,Ed Sheeran,2023,1,2WFFcvzM0CgLaSq4MSkyZk,- (Deluxe),80,https://p.scdn.co/mp3-preview/7cd2576f2d27799fe8c515c4e0fc880870a5cc88?cid=6a78982078cb477d900388b0470ad9ad
65,TQG,Karol G x Shakira,2023,1,6lvYQBtbD34rYvhdhTcJSq,"Karaoketop Collection, Vol. 48 (Karaoke Versions)",1,https://p.scdn.co/mp3-preview/c69c094cb370ec5df01e5b044af7b912de3626e8?cid=6a78982078cb477d900388b0470ad9ad
66,Try That In A Small Town,Jason Aldean,2023,1,2SCppOPkT7XTKBJV2XIQUw,Highway Desperado,71,https://p.scdn.co/mp3-preview/808c6895642b3e6b1ec522a4b9823528145fe29e?cid=6a78982078cb477d900388b0470ad9ad
67,Tennessee Orange,Megan Moroney,2023,1,5DFed53ADZwnPOYuqoZJHK,Lucky,77,https://p.scdn.co/mp3-preview/ca7195c94078dd2bf40b80acdffa3bb38b7ae378?cid=6a78982078cb477d900388b0470ad9ad
68,Jingle Bell Rock,Bobby Helms,2023,1,6rxEZkfRTatrDUm4MCyJqm,Presenting Bobby Helms,50,https://p.scdn.co/mp3-preview/4eca46a4b9ae37fe22543bcaa277e4b38f7ce336?cid=6a78982078cb477d900388b0470ad9ad
69,Princess Diana,Ice Spice & Nicki Minaj,2023,1,2Q7WBQ794rA9ISPLfqdKjK,Princess Diana (with Nicki Minaj),76,
70,Tomorrow 2,GloRilla & Cardi B,2023,1,1kLWQJYzHP0kX6peGevMkC,"Anyways, Life’s Great…",71,
71,A Holly Jolly Christmas,Burl Ives,2023,1,6MvKUOSuPdfH0WLeQjR3eR,Have A Holly Jolly Christmas,56,
72,Where She Goes,Bad Bunny,2023,1,0MZri5JqxanazJX2SEbyP8,Spanish Hits 2023 - Party Tyme (Spanish Vocal Versions),2,
73,Bebe Dame,Fuerza Regida X Grupo Frontera,2023,1,5iMh8Xs1u9nXgDR8VFqtr3,Spanish Hits 2023 - Party Tyme (Spanish Backing Versions),0,
74,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,2023,1,6PbnGueEO6LGodPfvNldYf,Zach Bryan,92,https://p.scdn.co/mp3-preview/22b240f7ef2eff38bd12fb0c94dfea5e1d70e20a?cid=6a78982078cb477d900388b0470ad9ad
75,I Like You (A Happier Song),Post Malone Featuring Doja Cat,2023,1,3HHNR44YbP7XogMVwzbodx,Twelve Carat Toothache,82,
76,What It Is (Block Boy),Doechii Featuring Kodak Black,2023,1,1O9xrX782LqLx4Z60528Ih,What It Is (Block Boy) (with Kodak Black),70,
77,Nobody Gets Me,SZA,2023,1,07w0rG5TETcyihsEIZR3qG,SOS,86,https://p.scdn.co/mp3-preview/36cfe8fbfb78aa38ca3b222c4b9fc88cda992841?cid=6a78982078cb477d900388b0470ad9ad
78,Rich Men North Of Richmond,Oliver Anthony Music,2023,1,02X1cQOUcwYPxgFfqHeitI,Rich Men North of Richmond,82,https://p.scdn.co/mp3-preview/afacdcf7e5b3560d5dcd5596e0e4caae9b0a7fc9?cid=6a78982078cb477d900388b0470ad9ad
79,Super Freaky Girl,Nicki Minaj,2023,1,1ia27ME4iQkoIyUHBnJqX6,Queen Radio: Volume 1,71,
80,Dial Drunk,Noah Kahan With Post Malone,2023,1,4XahqkOmEsKLKEhBpX8DAe,Dial Drunk (with Post Malone),85,
81,What Was I Made For?,Billie Eilish,2023,1,3AafSrFIbJPH6BJHiJm1Cd,"What Was I Made For? [From The Motion Picture ""Barbie""]",92,
82,Seven,Jung Kook Featuring Latto,2023,1,5pSk3c3wVwnb2arb6ohCPU,GOLDEN,87,https://p.scdn.co/mp3-preview/c6f315711a77fba52139f54587afa7e7d16a1232?cid=6a78982078cb477d900388b0470ad9ad
83,Wait For U,Future Featuring Drake & Tems,2023,1,6tE9Dnp2zInFij4jKssysL,I NEVER LIKED YOU,82,https://p.scdn.co/mp3-preview/38e12dbcba624463f1a360afd5dcceaf281b1ea5?cid=6a78982078cb477d900388b0470ad9ad
84,Last Christmas,Wham!,2023,1,6egzU9NKfora01qaNbvwfZ,LAST CHRISTMAS,71,https://p.scdn.co/mp3-preview/5c6b42e86dba5ec9e8346a345b3a8822b2396d3f?cid=6a78982078cb477d900388b0470ad9ad
85,Handle On You,Parker McCollum,2023,1,4i3ay5RKpdmJok8zazCdlf,Never Enough,70,
86,Por Las Noches,Peso Pluma,2023,1,0AC1pv2TucEtDsI6pK2EmG,Por las Noches (Remix),71,https://p.scdn.co/mp3-preview/6eea732dbc7f82211d27c9113c3734404b144dee?cid=6a78982078cb477d900388b0470ad9ad
87,Memory Lane,Old Dominion,2023,1,3PUA3xAHTsDAp11oAb33Mv,Memory Lane,73,https://p.scdn.co/mp3-preview/f080bb4fa88f65e222439820a43e50c8ed92fa72?cid=6a78982078cb477d900388b0470ad9ad
88,Area Codes,Kaliii,2023,1,6uk3hBYbrMsSzufADPjv9K,Area Codes,77,https://p.scdn.co/mp3-preview/d1beed2734f948ec9c33164d3aa818e04f4afd30?cid=6a78982078cb477d900388b0470ad9ad
89,Bury Me In Georgia,Kane Brown,2023,1,5KiNzxNpSxplw7RxB9SSEo,Bury Me in Georgia,63,https://p.scdn.co/mp3-preview/1bcf9664ae7b1fd6455442d709279972bd4c5806?cid=6a78982078cb477d900388b0470ad9ad
90,PRC,Peso Pluma X Natanael Cano,2023,1,2OXBosbXT7Qs3J6vBd6IkI,PRC,78,https://p.scdn.co/mp3-preview/04ebbfd99947c52464a0c31b25ccc02fcef69ae0?cid=6a78982078cb477d900388b0470ad9ad
91,What My World Spins Around,Jordan Davis,2023,1,6izHNYgyKzGdRpYwtYFaaG,Bluebird Days,77,
92,Ain't That Some,Morgan Wallen,2023,1,6i7mF7whyRJuLJ4ogbH2wh,One Thing At A Time,80,
93,Wild As Her,Corey Kent,2023,1,6nIkyQ0HO6MDucznnn8DXi,Blacktop,73,https://p.scdn.co/mp3-preview/9db2d78adf0f9602fd2ffe580b79ae6aa3ff8ad5?cid=6a78982078cb477d900388b0470ad9ad
94,Peaches & Eggplants,Young Nudy Featuring 21 Savage,2023,1,1UbeEAPS49eulB659XSU9g,Gumbo,70,https://p.scdn.co/mp3-preview/c8c99ebe8a3e76ec03247eed3e9eea7de6ba8f33?cid=6a78982078cb477d900388b0470ad9ad
95,I Wrote The Book,Morgan Wallen,2023,1,7fOmdhRrRohTzToL617xkk,3 Songs At A Time Sampler,62,
96,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,2023,1,3fonA82Hl7huJiQCwKkzGA,Las Mujeres Ya No Lloran,64,https://p.scdn.co/mp3-preview/3ba573cb752298abe9b6f538177ea80863ac4b72?cid=6a78982078cb477d900388b0470ad9ad
97,Meltdown,Travis Scott Featuring Drake,2023,1,18NOKLkZETa4sWwLMIm0UZ,UTOPIA,83,https://p.scdn.co/mp3-preview/7c7e0e4419d101bcf73764f245639d7bc83b662a?cid=6a78982078cb477d900388b0470ad9ad
98,Put It On Da Floor Again,Latto Featuring Cardi B,2023,1,4A43tzEN3jILvseI1HeXGG,Put It On Da Floor Again (feat. Cardi B),69,https://p.scdn.co/mp3-preview/3cd934af8742a4c035cbeb9586947ea0bd229842?cid=6a78982078cb477d900388b0470ad9ad
99,Bloody Mary,Lady Gaga,2023,1,6LY3AerY6KNGOPsNPL63Kk,Born This Way (International Special Edition Version),77,
100,Watermelon Moonshine,Lainey Wilson,2023,1,06q6BDUpP6OS8Xnx3YC2M0,Bell Bottom Country,77,https://p.scdn.co/mp3-preview/616455e085625d5662da9242fef54eb52a3044f1?cid=6a78982078cb477d900388b0470ad9ad
